id,name,pop,labor_force,employed,unemployed,unemployment_rate,annual_avg_estabs_count,annual_avg_emplvl,total_annual_wages,taxable_annual_wages,annual_avg_wkly_wage,annual_contributions
13133,Greene,38409,6467.0,6054.0,413.0,6.4,384,4820,123649061,37235342,493,155611
13135,Gwinnett,1781135,371758.0,355315.0,16443.0,4.4,20871,292149,11941355581,2698321861,786,16773334
13137,Habersham,99015,19365.0,18590.0,775.0,4.0,906,14345,380745744,102139372,510,447849
13139,Hall,399066,79352.0,76163.0,3189.0,4.0,3788,65839,2079810940,512255796,607,2264600
13141,Hancock,27216,3378.0,3128.0,250.0,7.4,95,1607,33942757,4966015,406,36023
13143,Haralson,68931,12494.0,11881.0,613.0,4.9,465,6542,175631797,45355523,516,252460
13145,Harris,67235,14334.0,13809.0,525.0,3.7,390,4902,102970346,35998439,404,135870
13147,Hart,59288,10972.0,10416.0,556.0,5.1,443,7043,187931615,49106176,513,315285
13149,Heard,28992,4941.0,4636.0,305.0,6.2,147,2367,83185193,19276968,676,439430
13151,Henry,369548,79163.0,75731.0,3432.0,4.3,2837,38561,1145892120,290773963,571,2147564
13153,Houston,310559,59021.0,56840.0,2181.0,3.7,2257,48688,1637668334,253967117,647,1498799
13155,Irwin,25326,4432.0,4166.0,266.0,6.0,175,2435,52641413,16660022,416,166500
13157,Jackson,118597,22844.0,21805.0,1039.0,4.5,1022,15414,418729643,132537910,522,532721
13159,Jasper,31362,6037.0,5727.0,310.0,5.1,207,2652,69041291,16454268,501,60302
13161,Jeff Davis,33987,5629.0,5200.0,429.0,7.6,341,4828,116796091,35687550,465,176570
13163,Jefferson,43410,6918.0,6352.0,566.0,8.2,412,5485,143080555,40931739,502,190856
13165,Jenkins,21595,3410.0,3198.0,212.0,6.2,167,2492,55900571,17778559,431,163200
13167,Johnson,23393,3662.0,3406.0,256.0,7.0,145,1955,45122044,13057372,444,88389
13169,Jones,66603,12881.0,12372.0,509.0,4.0,351,3266,79741388,20701980,470,134312
13171,Lamar,43602,7740.0,7328.0,412.0,5.3,255,3490,90559779,22077494,499,171984
13173,Lanier,19948,3637.0,3509.0,128.0,3.5,139,1241,28612590,6439540,443,25483
13175,Laurens,117468,21594.0,20306.0,1288.0,6.0,1132,19514,546424667,141639069,538,697894
13177,Lee,69107,15200.0,14679.0,521.0,3.4,384,4320,100875520,26384588,449,171173
13179,Liberty,168449,20909.0,19819.0,1090.0,5.2,771,14842,411793234,77153531,534,420401
13181,Lincoln,22067,3481.0,3225.0,256.0,7.4,159,1416,29765285,8498640,404,82671
13183,Long,28239,4922.0,4741.0,181.0,3.7,85,818,15150969,2732198,356,26904
13185,Lowndes,258505,47898.0,46201.0,1697.0,3.5,2595,46422,1153968220,316799836,478,1397893
13187,Lumpkin,64065,11664.0,11184.0,480.0,4.1,478,5945,162287348,41561760,525,435866
13189,McDuffie,55470,10375.0,9723.0,652.0,6.3,542,7963,207378361,55472026,501,311528
13191,McIntosh,29955,4933.0,4718.0,215.0,4.4,228,2458,48234077,15089259,377,133184
13193,Macon,37113,5176.0,4774.0,402.0,7.8,259,3744,106365420,29323282,546,305354
13195,Madison,70686,15101.0,14498.0,603.0,4.0,401,3634,87055936,24004540,461,186239
13197,Marion,19464,3392.0,3202.0,190.0,5.6,104,1948,41199309,15889671,407,27456
13199,Meriwether,58321,9722.0,9096.0,626.0,6.4,370,5647,142785042,31368930,486,125222
13201,Miller,15629,3502.0,3329.0,173.0,4.9,174,1567,35733923,8946058,439,40389
13205,Mitchell,62895,9928.0,9375.0,553.0,5.6,525,8522,182217851,57951806,411,204308
13207,Monroe,61598,12327.0,11825.0,502.0,4.1,446,5338,154785334,35788385,558,246768
13209,Montgomery,23439,4132.0,3893.0,239.0,5.8,132,1750,41397121,12257046,455,87851
13211,Morgan,41792,8567.0,8203.0,364.0,4.2,465,5916,159341291,51372759,518,192371
13213,Murray,103247,20534.0,19686.0,848.0,4.1,487,11952,319339448,97622294,514,421997
13215,Muscogee,487689,83339.0,78888.0,4451.0,5.3,4681,95980,2915487059,660519218,584,2995096
13217,Newton,184410,37464.0,35495.0,1969.0,5.3,1348,18585,586964046,137355583,607,698968
13219,Oconee,70849,15875.0,15421.0,454.0,2.9,773,7088,182690881,54844176,496,365777
13221,Oglethorpe,34526,7285.0,6987.0,298.0,4.1,212,1749,41259695,12125091,454,74588
13223,Paulding,247618,52290.0,50125.0,2165.0,4.1,1313,14745,408789383,99802033,533,850046
13225,Peach,66670,11276.0,10622.0,654.0,5.8,514,8171,239617726,60892913,564,427224
13227,Pickens,66486,13644.0,13048.0,596.0,4.4,563,5995,172367675,44994657,553,303573
13229,Pierce,42160,7902.0,7559.0,343.0,4.3,345,4121,91987966,28874709,429,165145
13231,Pike,37442,7230.0,6856.0,374.0,5.2,227,2293,54487475,14607376,457,114724
13233,Polk,101422,19626.0,18703.0,923.0,4.7,657,11173,295304334,79847296,508,433154
13235,Pulaski,26981,4284.0,4096.0,188.0,4.4,234,2941,83747670,20207137,548,95323
13237,Putnam,51134,9095.0,8690.0,405.0,4.5,423,5979,155849007,42567364,501,246947
13239,Quitman,6102,971.0,921.0,50.0,5.1,48,338,7712456,2548534,439,25397
13241,Rabun,39429,7435.0,7160.0,275.0,3.7,521,5892,143651338,44495376,469,253280
13243,Randolph,19589,2970.0,2748.0,222.0,7.5,210,2443,58052645,13232696,457,43731
13245,Richmond,534477,88868.0,84014.0,4854.0,5.5,4777,104085,3313133466,678335178,612,3717182
13247,Rockdale,199601,37304.0,35459.0,1845.0,4.9,2114,32529,1076780258,265278264,637,1289442
13249,Schley,9910,1728.0,1631.0,97.0,5.6,74,1185,30194161,10125218,490,12741
13251,Screven,38453,6611.0,6247.0,364.0,5.5,281,3673,90241293,25909138,472,369512
13253,Seminole,23024,4045.0,3827.0,218.0,5.4,226,2313,59403363,17433181,494,60131
13255,Spalding,155785,27734.0,25981.0,1753.0,6.3,1325,22510,618607199,167676444,528,909709
13257,Stephens,66343,13383.0,12591.0,792.0,5.9,599,9849,268218389,75875861,524,628326
13259,Stewart,13651,2050.0,1901.0,149.0,7.3,113,1141,24819647,9560415,418,110906
13261,Sumter,86581,14747.0,13927.0,820.0,5.6,761,13268,346931357,82788856,503,537588
13263,Talbot,17493,2958.0,2784.0,174.0,5.9,84,862,24365870,6441041,544,30335
13265,Taliaferro,5015,762.0,704.0,58.0,7.6,39,239,4770111,1228557,383,21921
13267,Tattnall,62607,8549.0,8124.0,425.0,5.0,349,5698,125308896,28350977,423,228748
13269,Taylor,22955,3303.0,3104.0,199.0,6.0,164,1986,51779257,12935927,501,58774
13271,Telfair,33875,4149.0,3795.0,354.0,8.5,255,3656,77497537,20204581,408,366238
13273,Terrell,27308,4649.0,4403.0,246.0,5.3,223,2532,57692101,16471202,438,62673
13275,Thomas,110171,21218.0,20298.0,920.0,4.3,1197,21669,581126775,153287732,516,798409
13277,Tift,100355,19057.0,18223.0,834.0,4.4,1202,20616,538364102,143409366,502,594450
13279,Toombs,67128,12262.0,11512.0,750.0,6.1,753,10604,245916929,75667529,446,548696
13281,Towns,23174,5126.0,4938.0,188.0,3.7,320,3190,67101087,22085390,405,222626
13283,Treutlen,18192,2653.0,2470.0,183.0,6.9,114,1109,24302919,6929259,422,27483
13285,Troup,155178,30064.0,28439.0,1625.0,5.4,1565,31869,1002484334,254658660,605,885241
13287,Turner,23756,4889.0,4578.0,311.0,6.4,209,2548,52913902,16694333,399,73121
13289,Twiggs,28285,4676.0,4429.0,247.0,5.3,114,1561,61510212,11957972,758,40928
13291,Union,44607,9478.0,9076.0,402.0,4.2,570,5446,134019338,41484397,473,317004
13293,Upson,70940,11530.0,10802.0,728.0,6.3,511,7774,199291800,47533640,493,266070
13295,Walker,163965,31834.0,30471.0,1363.0,4.3,827,14700,391798439,106231023,513,512742
13297,Walton,172674,34653.0,33168.0,1485.0,4.3,1443,16007,459394853,124034411,552,900928
13299,Ware,91142,15222.0,14435.0,787.0,5.2,1059,15233,376881463,95677813,476,401797
13301,Warren,15748,2519.0,2269.0,250.0,9.9,100,1387,34808345,8631817,483,94913
13303,Washington,55629,8316.0,7815.0,501.0,6.0,457,8105,252722224,55558690,600,140481
13305,Wayne,73233,11347.0,10754.0,593.0,5.2,555,8855,254963077,54852946,554,385054
13307,Webster,6190,1061.0,1006.0,55.0,5.2,45,441,9889919,2799717,431,3734
13309,Wheeler,18417,2381.0,2234.0,147.0,6.2,100,1022,25541024,7546749,481,29793
13311,White,57000,11403.0,10968.0,435.0,3.8,647,5975,147097215,44815472,473,284710
13313,Whitfield,230805,44249.0,42400.0,1849.0,4.2,2702,61820,1947041133,566543513,606,2052888
13315,Wilcox,23936,3286.0,3074.0,212.0,6.5,130,1359,30367942,7592011,430,34178
13317,Wilkes,27254,4700.0,4345.0,355.0,7.6,300,3609,83759372,24685032,446,205091
13319,Wilkinson,26289,4448.0,4204.0,244.0,5.5,173,2999,103689962,24849743,665,54983
13321,Worth,56919,10320.0,9812.0,508.0,4.9,341,3504,80349464,21128778,441,101655
