id,name,pop,labor_force,employed,unemployed,unemployment_rate,annual_avg_estabs_count,annual_avg_emplvl,total_annual_wages,taxable_annual_wages,annual_avg_wkly_wage,annual_contributions
13163,Jefferson,10224,6651.0,5905.0,746.0,11.2,361,4534,152285340,35700122,646,602287
13165,Jenkins,6047,3263.0,2937.0,326.0,10.0,130,1348,37657056,8665453,537,169638
13167,Johnson,6640,3936.0,3599.0,337.0,8.6,146,1622,48813694,12414582,579,224738
13169,Jones,18622,13690.0,12831.0,859.0,6.3,377,4249,135524368,32236555,613,738471
13171,Lamar,12138,7789.0,7047.0,742.0,9.5,266,3504,113419307,24286583,622,722833
13173,Lanier,6817,3791.0,3487.0,304.0,8.0,132,1516,40504498,8669707,514,165735
13175,Laurens,30166,19036.0,17282.0,1754.0,9.2,1133,17287,610095957,134767741,679,2937915
13177,Lee,19672,14142.0,13265.0,877.0,6.2,462,5631,204324097,44594104,698,1357390
13179,Liberty,43713,25637.0,23683.0,1954.0,7.6,949,17906,685726727,114567186,736,2218321
13181,Lincoln,4863,3337.0,3060.0,277.0,8.3,160,1282,36375881,9197672,546,302130
13183,Long,11668,6696.0,6205.0,491.0,7.3,73,913,25270733,2360020,533,46275
13185,Lowndes,77256,50544.0,46888.0,3656.0,7.2,2913,47283,1554145256,376745496,632,7892283
13187,Lumpkin,21416,15257.0,14291.0,966.0,6.3,550,6760,214073273,47709210,609,995952
13189,McDuffie,13491,8803.0,7924.0,879.0,10.0,468,7193,239510092,58179039,640,1820953
13191,McIntosh,8889,5869.0,5407.0,462.0,7.9,214,1741,47394338,11051273,524,153995
13193,Macon,9482,4734.0,4182.0,552.0,11.7,234,2694,96539782,21347454,689,454799
13195,Madison,18556,12698.0,11861.0,837.0,6.6,401,3022,89909166,21596755,572,516296
13197,Marion,5690,3456.0,3192.0,264.0,7.6,102,1436,40132545,14295921,537,239201
13199,Meriwether,13350,8750.0,7895.0,855.0,9.8,359,4103,132181254,27322507,620,604658
13201,Miller,3627,2676.0,2506.0,170.0,6.4,184,1649,49352292,9896850,575,173342
13205,Mitchell,14927,8763.0,8079.0,684.0,7.8,460,7393,215161905,60193258,560,1101152
13207,Monroe,17951,12722.0,11881.0,841.0,6.6,518,7298,253443280,51910984,668,855198
13209,Montgomery,5959,3854.0,3462.0,392.0,10.2,147,1527,44621520,10861721,562,347615
13211,Morgan,11319,8362.0,7813.0,549.0,6.6,523,6297,203473447,56901501,621,1456328
13213,Murray,25951,15877.0,14390.0,1487.0,9.4,464,9701,320635497,77925153,636,3583301
13215,Muscogee,135381,80825.0,74045.0,6780.0,8.4,4755,94510,3796543127,707521269,773,14377032
13217,Newton,68096,47954.0,44025.0,3929.0,8.2,1531,21410,823269816,169787356,739,4142000
13219,Oconee,22849,17265.0,16391.0,874.0,5.1,1046,9384,343394137,82191213,704,1313259
13221,Oglethorpe,9453,6656.0,6221.0,435.0,6.5,217,1761,48950586,12646349,535,266066
13223,Paulding,100823,74843.0,70256.0,4587.0,6.1,1994,21018,681365576,161550218,623,3308088
13225,Peach,18355,11486.0,10401.0,1085.0,9.4,536,8686,324750473,72719266,719,3076328
13227,Pickens,18772,13824.0,12906.0,918.0,6.6,730,7220,281572182,62699109,750,1444941
13229,Pierce,12038,8089.0,7487.0,602.0,7.4,355,3791,119679108,32528879,607,618908
13231,Pike,11713,8197.0,7621.0,576.0,7.0,261,2623,80561758,19859725,591,535943
13233,Polk,26028,18344.0,16918.0,1426.0,7.8,650,11141,374225506,96747651,646,2427220
13235,Pulaski,7475,4065.0,3747.0,318.0,7.8,215,2737,93910557,22219122,660,311329
13237,Putnam,12860,8088.0,7361.0,727.0,9.0,484,5578,174844811,41893298,603,915670
13239,Quitman,1342,891.0,817.0,74.0,8.3,40,398,10787457,3581292,521,53250
13241,Rabun,9802,6553.0,6016.0,537.0,8.2,485,4543,130716401,37799933,553,843481
13243,Randolph,4530,2720.0,2457.0,263.0,9.7,185,1868,56525176,12492541,582,300360
13245,Richmond,135608,84649.0,77315.0,7334.0,8.7,4697,102434,4297018295,776070335,807,18427130
13247,Rockdale,58221,42032.0,38746.0,3286.0,7.8,2044,30736,1359225269,291359290,850,7356647
13249,Schley,3254,2175.0,2010.0,165.0,7.6,70,963,33257267,9889067,664,211319
13251,Screven,9145,5362.0,4827.0,535.0,10.0,265,3302,102842929,25943715,599,657742
13253,Seminole,5274,3122.0,2826.0,296.0,9.5,230,2280,72908315,20329166,615,361171
13255,Spalding,40554,27277.0,24705.0,2572.0,9.4,1258,20633,695948894,168726610,649,4317610
13257,Stephens,16101,11204.0,10356.0,848.0,7.6,606,9245,329590972,77800347,686,2192606
13259,Stewart,4140,2189.0,2025.0,164.0,7.5,92,1137,44997459,10760468,761,170610
13261,Sumter,20444,13438.0,12167.0,1271.0,9.5,709,10983,376626310,82379709,659,1988400
13263,Talbot,4184,2805.0,2586.0,219.0,7.8,92,773,23681720,5774785,589,121974
13265,Taliaferro,1053,592.0,528.0,64.0,10.8,31,183,4682136,1054057,493,28227
13267,Tattnall,17599,9525.0,8863.0,662.0,7.0,368,5789,180465921,40574166,600,822431
13269,Taylor,5455,2847.0,2556.0,291.0,10.2,158,1624,51160341,12297736,606,273436
13271,Telfair,11594,5247.0,4738.0,509.0,9.7,230,3720,94412273,31764996,488,1357607
13273,Terrell,5701,3619.0,3330.0,289.0,8.0,217,2489,76541166,19772375,591,368736
13275,Thomas,28392,17138.0,15653.0,1485.0,8.7,1443,20178,794188691,167816262,757,3661461
13277,Tift,26515,18254.0,16927.0,1327.0,7.3,1174,18665,670699293,137623297,691,2458883
13279,Toombs,16896,12243.0,11033.0,1210.0,9.9,756,11683,380343712,97474844,626,2387041
13281,Towns,6277,4139.0,3759.0,380.0,9.2,332,3304,90415024,25014674,526,424016
13283,Treutlen,4358,2793.0,2499.0,294.0,10.5,104,1086,27957452,8513269,495,143662
13285,Troup,45322,36106.0,33462.0,2644.0,7.3,1608,37570,1515248691,380645218,776,9469770
13287,Turner,4878,3258.0,3000.0,258.0,7.9,184,2031,60384713,16448140,572,514240
13289,Twiggs,5336,2999.0,2664.0,335.0,11.2,97,1106,38336730,10219841,667,221846
13291,Union,12162,9514.0,8892.0,622.0,6.5,600,6321,196990398,49902471,599,954475
13293,Upson,16738,11305.0,10303.0,1002.0,8.9,489,6580,215633443,48445211,630,1122615
13295,Walker,44303,29397.0,27289.0,2108.0,7.2,776,12366,391852871,92349751,609,3664424
13297,Walton,56555,41412.0,38758.0,2654.0,6.4,1731,19451,697283111,178610628,689,3828543
13299,Ware,22643,14762.0,13596.0,1166.0,7.9,962,14285,465611280,103576163,627,2352830
13301,Warren,3390,2714.0,2452.0,262.0,9.7,94,1427,52498532,11545319,707,599876
13303,Washington,13495,7556.0,6944.0,612.0,8.1,413,6668,232832313,46938189,672,805556
13305,Wayne,19364,11836.0,10801.0,1035.0,8.7,598,8039,295627709,57154415,707,1205776
13307,Webster,1686,1015.0,928.0,87.0,8.6,47,523,17956539,4883715,660,89809
13309,Wheeler,5845,1866.0,1636.0,230.0,12.3,88,1303,41248526,11773150,609,246240
13311,White,17403,13836.0,12978.0,858.0,6.2,686,6877,211570231,62158469,592,1405343
13313,Whitfield,67158,44724.0,41236.0,3488.0,7.8,2419,54093,2191765638,535491074,779,20966382
13315,Wilcox,6053,2841.0,2582.0,259.0,9.1,117,1200,31918375,6218172,512,126417
13317,Wilkes,6043,3736.0,3390.0,346.0,9.3,255,2868,84800426,20120748,569,419767
13319,Wilkinson,5868,3718.0,3396.0,322.0,8.7,177,3089,151736314,29384581,945,525734
13321,Worth,13458,8937.0,8241.0,696.0,7.8,351,3365,105450614,26310448,603,452865
