id,name,pop,labor_force,employed,unemployed,unemployment_rate,annual_avg_estabs_count,annual_avg_emplvl,total_annual_wages,taxable_annual_wages,annual_avg_wkly_wage,annual_contributions
13059,Clarke,843205,64085.0,59216.0,4869.0,7.6,3191,64642,2389089960,353990584,711,5042331
13061,Clay,19724,1414.0,1293.0,121.0,8.6,68,690,18380377,4318855,513,97006
13063,Clayton,1744402,133143.0,117459.0,15684.0,11.8,4399,107878,4385496732,819705675,782,11799608
13065,Clinch,45185,2789.0,2482.0,307.0,11.0,185,2420,64657139,17503650,514,257614
13067,Cobb,4580993,374868.0,340632.0,34236.0,9.1,20600,297910,14363931536,2617895336,927,43480615
13069,Coffee,267183,16376.0,13854.0,2522.0,15.4,932,14434,426969022,111422899,569,1688394
13071,Colquitt,280730,20475.0,18610.0,1865.0,9.1,1003,15088,405274206,104797523,517,1224875
13073,Columbia,710412,60883.0,56676.0,4207.0,6.9,2172,28263,923865049,208431051,629,3183612
13075,Cook,104826,6967.0,6077.0,890.0,12.8,376,4539,114265133,33367116,484,430868
13077,Coweta,721830,61330.0,55295.0,6035.0,9.8,2221,30264,1016570298,230767933,646,3636118
13079,Crawford,87264,6075.0,5465.0,610.0,10.0,137,1155,32531037,6801670,542,102473
13081,Crisp,144275,9765.0,8574.0,1191.0,12.2,605,7612,212365327,47968395,537,743076
13083,Dade,110088,8146.0,7294.0,852.0,10.5,238,2879,88969093,21884813,594,399941
13085,Dawson,132884,11256.0,10134.0,1122.0,10.0,677,7232,187563627,54381240,499,753295
13087,Decatur,179134,11912.0,10404.0,1508.0,12.7,688,9014,251988367,55878729,538,803233
13089,De Kalb,4790940,381335.0,343126.0,38209.0,10.0,17590,280087,13486237624,2102086072,926,35542509
13091,Dodge,138513,9079.0,8104.0,975.0,10.7,398,5701,150915364,33013688,509,516053
13093,Dooly,88484,4836.0,4356.0,480.0,9.9,233,3255,91847072,22606508,543,335620
13095,Dougherty,626426,42209.0,37762.0,4447.0,10.5,2751,48529,1774765257,311690148,703,4384077
13097,Douglas,770254,65190.0,58135.0,7055.0,10.8,2701,37631,1166356965,275675544,596,4646197
13099,Early,72596,5517.0,4937.0,580.0,10.5,324,4023,146570421,23378515,701,429513
13101,Echols,26681,2204.0,2045.0,159.0,7.2,45,682,15863134,5531066,448,25145
13103,Effingham,303468,28603.0,26247.0,2356.0,8.2,760,9266,325292285,64080500,675,872320
13105,Elbert,132913,10045.0,8816.0,1229.0,12.2,567,6527,185320687,47115169,546,753705
13107,Emanuel,142950,10568.0,9438.0,1130.0,10.7,515,6979,188439379,47569750,519,644423
13109,Evans,70949,4958.0,4524.0,434.0,8.8,283,4318,118757417,33926567,529,269324
13111,Fannin,139934,10811.0,9676.0,1135.0,10.5,587,5149,142167621,41024227,531,592698
13113,Fayette,679023,51081.0,46776.0,4305.0,8.4,3335,36470,1378017868,280425757,727,4164143
13115,Floyd,617921,49526.0,44302.0,5224.0,10.5,2136,37577,1349482867,274898031,691,4498660
13117,Forsyth,903120,87995.0,80815.0,7180.0,8.2,5156,53645,2285807843,470881255,819,7209880
13119,Franklin,139145,10261.0,9042.0,1219.0,11.9,491,6662,192409356,49784012,555,861731
13121,Fulton,5981617,486983.0,437746.0,49237.0,10.1,39178,698951,41946379586,5994321650,1154,103924179
13123,Gilmer,173076,13620.0,12206.0,1414.0,10.4,619,7855,221568749,58230542,542,835742
13125,Glascock,17463,1133.0,1004.0,129.0,11.4,34,389,8548186,1620771,423,12860
13127,Glynn,476394,40419.0,37002.0,3417.0,8.5,2893,36524,1304225908,261539542,687,3471033
13129,Gordon,333452,25498.0,22190.0,3308.0,13.0,1065,18677,627239043,147468913,646,3088711
13131,Grady,155268,11764.0,10622.0,1142.0,9.7,502,5590,158563633,38821981,545,506881
13133,Greene,98615,7588.0,6727.0,861.0,11.3,467,5276,162749848,42603579,593,572802
13135,Gwinnett,4892187,417641.0,380094.0,37547.0,9.0,23693,297220,13188568718,2574306150,853,43814001
13137,Habersham,259555,20243.0,18218.0,2025.0,10.0,903,13312,406592584,91128520,587,1260837
13139,Hall,1069282,89690.0,81284.0,8406.0,9.4,4301,68564,2600225737,521735516,729,7118249
13141,Hancock,67915,3290.0,2645.0,645.0,19.6,84,1268,33302218,3887437,505,25410
13143,Haralson,179795,12665.0,11142.0,1523.0,12.0,530,7147,226707544,51268352,610,751393
13145,Harris,187165,16406.0,15215.0,1191.0,7.3,467,3714,98430346,25706142,510,281483
13147,Hart,154464,10458.0,9051.0,1407.0,13.5,458,5808,175831215,37829601,582,836587
13149,Heard,74692,4893.0,4255.0,638.0,13.0,152,2627,130680196,24145966,957,917949
13151,Henry,1113375,97375.0,87884.0,9491.0,9.7,3566,46242,1543803520,332519025,642,5259377
13153,Houston,840964,70793.0,65701.0,5092.0,7.2,2549,56503,2362949442,318791481,804,4770404
13155,Irwin,62647,4070.0,3456.0,614.0,15.1,161,2183,57102383,16186563,503,225612
13157,Jackson,339095,27055.0,24053.0,3002.0,11.1,1354,16739,540956132,132164993,621,1756168
13159,Jasper,84750,6461.0,5651.0,810.0,12.5,207,2120,60176583,12054882,546,190328
13161,Jeff Davis,88970,5357.0,4619.0,738.0,13.8,303,3992,108050528,28392177,520,445841
13163,Jefferson,109056,7106.0,6078.0,1028.0,14.5,405,4936,154101543,33555318,600,533161
13165,Jenkins,53636,2723.0,2192.0,531.0,19.5,152,1340,34533359,7830359,496,136628
13167,Johnson,63285,3542.0,3099.0,443.0,12.5,147,1702,44790776,10700130,506,129179
13169,Jones,178419,14322.0,13095.0,1227.0,8.6,361,3418,99532365,20164729,560,232311
13171,Lamar,115259,8134.0,7031.0,1103.0,13.6,285,3509,101347105,21219512,555,434182
13173,Lanier,54896,4139.0,3764.0,375.0,9.1,143,1372,36662570,7325403,514,91539
13175,Laurens,302206,22061.0,19591.0,2470.0,11.2,1142,18378,621998265,128173246,651,2011523
13177,Lee,182648,18181.0,16865.0,1316.0,7.2,455,5217,155221215,35021040,572,558836
13179,Liberty,433852,26003.0,23796.0,2207.0,8.5,945,17637,626875072,104423750,684,1458434
13181,Lincoln,54633,3902.0,3477.0,425.0,10.9,169,1455,37849376,9360203,500,195851
13183,Long,77619,6655.0,6220.0,435.0,6.5,89,946,24129840,3161192,490,46865
13185,Lowndes,683719,53907.0,49335.0,4572.0,8.5,2929,47759,1434188589,329554631,577,4060925
13187,Lumpkin,180772,13305.0,11743.0,1562.0,11.7,547,6040,188805748,37543530,601,579410
13189,McDuffie,139777,10793.0,9561.0,1232.0,11.4,500,6788,202237102,46527173,573,973964
13191,McIntosh,82278,5276.0,4741.0,535.0,10.1,236,2056,55517476,11771729,519,142137
13193,Macon,96387,5196.0,4551.0,645.0,12.4,240,3241,100832623,22958161,598,426532
13195,Madison,181158,15786.0,14410.0,1376.0,8.7,436,3292,91342689,20612339,534,282678
13197,Marion,51697,3317.0,2987.0,330.0,9.9,106,1579,40671229,13919570,495,167261
13199,Meriwether,146326,9449.0,8148.0,1301.0,13.8,375,4668,133633222,25865917,551,368594
13201,Miller,38479,3615.0,3301.0,314.0,8.7,182,1537,42152798,9126081,527,131581
13205,Mitchell,156985,10395.0,9354.0,1041.0,10.0,479,8114,213722693,57908432,507,753268
13207,Monroe,164406,13800.0,12547.0,1253.0,9.1,506,5843,195692495,42016606,644,606484
13209,Montgomery,60816,4484.0,4082.0,402.0,9.0,160,1685,44941518,10124046,513,173979
13211,Morgan,109845,9346.0,8415.0,931.0,10.0,519,5821,171556414,43958480,567,630492
13213,Murray,264722,19722.0,17163.0,2559.0,13.0,481,10337,323511482,78893363,602,1902575
13215,Muscogee,1235401,86098.0,78276.0,7822.0,9.1,4743,91934,3376189954,627741654,706,9811215
13217,Newton,550673,47101.0,41333.0,5768.0,12.2,1514,19964,726977709,136396616,700,2357866
13219,Oconee,191882,18585.0,17429.0,1156.0,6.2,999,7962,266860923,58949677,645,754928
13221,Oglethorpe,91669,7817.0,7153.0,664.0,8.5,222,1734,43326161,10478532,481,153481
13223,Paulding,755507,67939.0,61065.0,6874.0,10.1,1769,18856,570484391,121253882,582,1729589
13225,Peach,175168,12340.0,11063.0,1277.0,10.3,568,8196,256548073,57776310,602,1653779
13227,Pickens,179750,15098.0,13498.0,1600.0,10.6,718,7023,218831939,51476951,599,776517
13229,Pierce,111479,8678.0,7864.0,814.0,9.4,367,3731,103574573,26234576,534,306340
13231,Pike,103735,8077.0,7192.0,885.0,11.0,275,2275,62560636,13960829,529,218042
13233,Polk,259267,21188.0,18905.0,2283.0,10.8,671,11166,343472859,89757761,592,1172549
13235,Pulaski,72252,4357.0,4017.0,340.0,7.8,236,2755,87180063,19862508,609,206655
13237,Putnam,131793,10371.0,9234.0,1137.0,11.0,506,6589,190347025,44098296,556,699346
13239,Quitman,15284,968.0,853.0,115.0,11.9,40,384,10109562,2900641,506,25910
13241,Rabun,100693,6968.0,6244.0,724.0,10.4,542,4920,133055325,37746390,520,671962
13243,Randolph,49382,2752.0,2417.0,335.0,12.2,192,1868,52128450,10265662,537,156656
13245,Richmond,1341465,91254.0,82033.0,9221.0,10.1,4745,98601,3823603793,644116742,746,10781187
13247,Rockdale,531279,40153.0,35680.0,4473.0,11.1,2145,28895,1112929922,233213642,741,4306662
13249,Schley,26987,1903.0,1661.0,242.0,12.7,76,1346,43114450,12044903,616,169996
13251,Screven,97156,7302.0,6268.0,1034.0,14.2,280,3408,93720226,25794073,529,519932
13253,Seminole,56524,4090.0,3649.0,441.0,10.8,228,2345,65717832,16923759,539,233347
13255,Spalding,402806,28894.0,24798.0,4096.0,14.2,1289,20662,643585586,149270974,599,2438706
13257,Stephens,167170,13894.0,12420.0,1474.0,10.6,631,9584,299443683,68400901,601,1057214
13259,Stewart,37730,2317.0,2071.0,246.0,10.6,107,1282,37610376,10412570,564,115803
13261,Sumter,216862,14387.0,12520.0,1867.0,13.0,765,11109,321814313,75632133,557,1282220
13263,Talbot,45043,3125.0,2830.0,295.0,9.4,89,820,23038351,5074055,540,74485
13265,Taliaferro,12193,833.0,712.0,121.0,14.5,40,206,4992041,1130653,465,13887
13267,Tattnall,162213,9356.0,8513.0,843.0,9.0,358,5646,151065086,31476216,515,377893
13269,Taylor,57840,3550.0,3128.0,422.0,11.9,166,1882,57737192,13352564,590,204294
13271,Telfair,99289,4616.0,3973.0,643.0,13.9,240,3853,89347355,26294717,446,496713
13273,Terrell,65597,4442.0,3982.0,460.0,10.4,228,2326,66220468,15209042,547,185638
13275,Thomas,280815,21412.0,19442.0,1970.0,9.2,1395,20056,687740601,138349894,659,1795875
13277,Tift,255469,18876.0,16808.0,2068.0,11.0,1221,18206,563299535,122311634,595,1725988
13279,Toombs,170414,13911.0,12535.0,1376.0,9.9,797,11241,332878902,80660552,569,1316727
13281,Towns,59849,5740.0,5241.0,499.0,8.7,398,3364,88723367,24362839,507,293052
13283,Treutlen,44974,2927.0,2592.0,335.0,11.4,119,1213,29298474,7770971,464,93168
13285,Troup,408584,30909.0,26923.0,3986.0,12.9,1591,29433,1072000680,275704909,700,4840821
13287,Turner,58152,4626.0,3975.0,651.0,14.1,189,2016,52687930,12324194,503,167954
13289,Twiggs,67815,4654.0,4139.0,515.0,11.1,95,990,32191213,5618795,626,119662
13291,Union,119076,10984.0,9944.0,1040.0,9.5,670,5900,177156889,42428134,577,585080
13293,Upson,178097,11912.0,10371.0,1541.0,12.9,507,7200,220841801,46028020,590,781296
13295,Walker,426681,32199.0,28683.0,3516.0,10.9,800,12865,368523339,85112707,551,2188572
13297,Walton,483016,41476.0,37166.0,4310.0,10.4,1758,17801,602155596,135365341,651,1975623
13299,Ware,230533,14894.0,13276.0,1618.0,10.9,1019,14231,434488408,87333737,587,1104822
13301,Warren,38843,2623.0,2149.0,474.0,18.1,100,1129,31604792,7196252,538,173874
13303,Washington,139712,7917.0,6831.0,1086.0,13.7,453,6818,214452884,42764909,605,489251
13305,Wayne,190596,12050.0,10633.0,1417.0,11.8,596,8232,286620216,49783157,670,647044
13307,Webster,16423,1193.0,1074.0,119.0,10.0,43,471,12549661,3727473,513,33757
13309,Wheeler,47801,2930.0,2648.0,282.0,9.6,95,1353,38451301,10463538,547,138218
13311,White,156669,12387.0,11177.0,1210.0,9.8,689,5843,161809919,42419580,533,522780
13313,Whitfield,610306,44109.0,38481.0,5628.0,12.8,2547,53037,1896089175,455511687,688,9858350
13315,Wilcox,60930,3252.0,2862.0,390.0,12.0,124,1249,31995272,6361583,493,67658
13317,Wilkes,67754,4495.0,3959.0,536.0,11.9,277,3015,81979165,19239799,523,289366
13319,Wilkinson,64026,4627.0,4113.0,514.0,11.1,182,2889,116950986,22508758,778,248114
13321,Worth,142344,10156.0,9132.0,1024.0,10.1,378,3450,99585869,23415122,555,288292
