id,name,pop,labor_force,employed,unemployed,unemployment_rate
13001,Appling,116969,9455.0,8500.0,955.0,10.1
13003,Atkinson,51839,3289.0,2797.0,492.0,15.0
13005,Bacon,68932,4643.0,4207.0,436.0,9.4
13007,Baker,25097,1586.0,1439.0,147.0,9.3
13009,Baldwin,333571,20401.0,17868.0,2533.0,12.4
13011,Banks,110296,10552.0,9747.0,805.0,7.6
13013,Barrow,383848,35215.0,31479.0,3736.0,10.6
13015,Bartow,597556,46443.0,40810.0,5633.0,12.1
13017,Ben Hill,111890,7286.0,6148.0,1138.0,15.6
13019,Berrien,114725,8211.0,7140.0,1071.0,13.0
13021,Bibb,1009281,74638.0,67382.0,7256.0,9.7
13023,Bleckley,81127,5451.0,4908.0,543.0,10.0
13025,Brantley,108704,7545.0,6723.0,822.0,10.9
13027,Brooks,104881,8022.0,7334.0,688.0,8.6
13029,Bryan,178574,16983.0,15653.0,1330.0,7.8
13031,Bulloch,455175,32964.0,29867.0,3097.0,9.4
13033,Burke,146176,9939.0,8759.0,1180.0,11.9
13035,Butts,152787,10144.0,8923.0,1221.0,12.0
13037,Calhoun,44663,2343.0,2080.0,263.0,11.2
13039,Camden,320696,20757.0,18902.0,1855.0,8.9
13043,Candler,64468,4341.0,3938.0,403.0,9.3
13045,Carroll,688599,52693.0,46910.0,5783.0,11.0
13047,Catoosa,390765,34611.0,31689.0,2922.0,8.4
13049,Charlton,80439,4472.0,3983.0,489.0,10.9
13051,Chatham,1651788,131170.0,119831.0,11339.0,8.6
13053,Chattahoochee,106229,2621.0,2232.0,389.0,14.8
13055,Chattooga,171619,10773.0,9339.0,1434.0,13.3
13057,Cherokee,1225689,110242.0,100467.0,9775.0,8.9
13059,Clarke,843205,64085.0,59216.0,4869.0,7.6
13061,Clay,19724,1414.0,1293.0,121.0,8.6
13063,Clayton,1744402,133143.0,117459.0,15684.0,11.8
13065,Clinch,45185,2789.0,2482.0,307.0,11.0
13067,Cobb,4580993,374868.0,340632.0,34236.0,9.1
13069,Coffee,267183,16376.0,13854.0,2522.0,15.4
13071,Colquitt,280730,20475.0,18610.0,1865.0,9.1
13073,Columbia,710412,60883.0,56676.0,4207.0,6.9
13075,Cook,104826,6967.0,6077.0,890.0,12.8
13077,Coweta,721830,61330.0,55295.0,6035.0,9.8
13079,Crawford,87264,6075.0,5465.0,610.0,10.0
13081,Crisp,144275,9765.0,8574.0,1191.0,12.2
13083,Dade,110088,8146.0,7294.0,852.0,10.5
13085,Dawson,132884,11256.0,10134.0,1122.0,10.0
13087,Decatur,179134,11912.0,10404.0,1508.0,12.7
13089,De Kalb,4790940,381335.0,343126.0,38209.0,10.0
13091,Dodge,138513,9079.0,8104.0,975.0,10.7
13093,Dooly,88484,4836.0,4356.0,480.0,9.9
13095,Dougherty,626426,42209.0,37762.0,4447.0,10.5
13097,Douglas,770254,65190.0,58135.0,7055.0,10.8
13099,Early,72596,5517.0,4937.0,580.0,10.5
13101,Echols,26681,2204.0,2045.0,159.0,7.2
13103,Effingham,303468,28603.0,26247.0,2356.0,8.2
13105,Elbert,132913,10045.0,8816.0,1229.0,12.2
13107,Emanuel,142950,10568.0,9438.0,1130.0,10.7
13109,Evans,70949,4958.0,4524.0,434.0,8.8
13111,Fannin,139934,10811.0,9676.0,1135.0,10.5
13113,Fayette,679023,51081.0,46776.0,4305.0,8.4
13115,Floyd,617921,49526.0,44302.0,5224.0,10.5
13117,Forsyth,903120,87995.0,80815.0,7180.0,8.2
13119,Franklin,139145,10261.0,9042.0,1219.0,11.9
13121,Fulton,5981617,486983.0,437746.0,49237.0,10.1
13123,Gilmer,173076,13620.0,12206.0,1414.0,10.4
13125,Glascock,17463,1133.0,1004.0,129.0,11.4
13127,Glynn,476394,40419.0,37002.0,3417.0,8.5
13129,Gordon,333452,25498.0,22190.0,3308.0,13.0
13131,Grady,155268,11764.0,10622.0,1142.0,9.7
13133,Greene,98615,7588.0,6727.0,861.0,11.3
13135,Gwinnett,4892187,417641.0,380094.0,37547.0,9.0
13137,Habersham,259555,20243.0,18218.0,2025.0,10.0
13139,Hall,1069282,89690.0,81284.0,8406.0,9.4
13141,Hancock,67915,3290.0,2645.0,645.0,19.6
13143,Haralson,179795,12665.0,11142.0,1523.0,12.0
13145,Harris,187165,16406.0,15215.0,1191.0,7.3
13147,Hart,154464,10458.0,9051.0,1407.0,13.5
13149,Heard,74692,4893.0,4255.0,638.0,13.0
13151,Henry,1113375,97375.0,87884.0,9491.0,9.7
13153,Houston,840964,70793.0,65701.0,5092.0,7.2
13155,Irwin,62647,4070.0,3456.0,614.0,15.1
13157,Jackson,339095,27055.0,24053.0,3002.0,11.1
13159,Jasper,84750,6461.0,5651.0,810.0,12.5
13161,Jeff Davis,88970,5357.0,4619.0,738.0,13.8
13163,Jefferson,109056,7106.0,6078.0,1028.0,14.5
13165,Jenkins,53636,2723.0,2192.0,531.0,19.5
13167,Johnson,63285,3542.0,3099.0,443.0,12.5
13169,Jones,178419,14322.0,13095.0,1227.0,8.6
13171,Lamar,115259,8134.0,7031.0,1103.0,13.6
13173,Lanier,54896,4139.0,3764.0,375.0,9.1
13175,Laurens,302206,22061.0,19591.0,2470.0,11.2
13177,Lee,182648,18181.0,16865.0,1316.0,7.2
13179,Liberty,433852,26003.0,23796.0,2207.0,8.5
13181,Lincoln,54633,3902.0,3477.0,425.0,10.9
13183,Long,77619,6655.0,6220.0,435.0,6.5
13185,Lowndes,683719,53907.0,49335.0,4572.0,8.5
13187,Lumpkin,180772,13305.0,11743.0,1562.0,11.7
13189,McDuffie,139777,10793.0,9561.0,1232.0,11.4
13191,McIntosh,82278,5276.0,4741.0,535.0,10.1
13193,Macon,96387,5196.0,4551.0,645.0,12.4
13195,Madison,181158,15786.0,14410.0,1376.0,8.7
13197,Marion,51697,3317.0,2987.0,330.0,9.9
13199,Meriwether,146326,9449.0,8148.0,1301.0,13.8
13201,Miller,38479,3615.0,3301.0,314.0,8.7
13205,Mitchell,156985,10395.0,9354.0,1041.0,10.0
13207,Monroe,164406,13800.0,12547.0,1253.0,9.1
13209,Montgomery,60816,4484.0,4082.0,402.0,9.0
13211,Morgan,109845,9346.0,8415.0,931.0,10.0
13213,Murray,264722,19722.0,17163.0,2559.0,13.0
13215,Muscogee,1235401,86098.0,78276.0,7822.0,9.1
13217,Newton,550673,47101.0,41333.0,5768.0,12.2
13219,Oconee,191882,18585.0,17429.0,1156.0,6.2
13221,Oglethorpe,91669,7817.0,7153.0,664.0,8.5
13223,Paulding,755507,67939.0,61065.0,6874.0,10.1
13225,Peach,175168,12340.0,11063.0,1277.0,10.3
13227,Pickens,179750,15098.0,13498.0,1600.0,10.6
13229,Pierce,111479,8678.0,7864.0,814.0,9.4
13231,Pike,103735,8077.0,7192.0,885.0,11.0
13233,Polk,259267,21188.0,18905.0,2283.0,10.8
13235,Pulaski,72252,4357.0,4017.0,340.0,7.8
13237,Putnam,131793,10371.0,9234.0,1137.0,11.0
13239,Quitman,15284,968.0,853.0,115.0,11.9
13241,Rabun,100693,6968.0,6244.0,724.0,10.4
13243,Randolph,49382,2752.0,2417.0,335.0,12.2
13245,Richmond,1341465,91254.0,82033.0,9221.0,10.1
13247,Rockdale,531279,40153.0,35680.0,4473.0,11.1
13249,Schley,26987,1903.0,1661.0,242.0,12.7
13251,Screven,97156,7302.0,6268.0,1034.0,14.2
13253,Seminole,56524,4090.0,3649.0,441.0,10.8
13255,Spalding,402806,28894.0,24798.0,4096.0,14.2
13257,Stephens,167170,13894.0,12420.0,1474.0,10.6
13259,Stewart,37730,2317.0,2071.0,246.0,10.6
13261,Sumter,216862,14387.0,12520.0,1867.0,13.0
13263,Talbot,45043,3125.0,2830.0,295.0,9.4
13265,Taliaferro,12193,833.0,712.0,121.0,14.5
13267,Tattnall,162213,9356.0,8513.0,843.0,9.0
13269,Taylor,57840,3550.0,3128.0,422.0,11.9
13271,Telfair,99289,4616.0,3973.0,643.0,13.9
13273,Terrell,65597,4442.0,3982.0,460.0,10.4
13275,Thomas,280815,21412.0,19442.0,1970.0,9.2
13277,Tift,255469,18876.0,16808.0,2068.0,11.0
13279,Toombs,170414,13911.0,12535.0,1376.0,9.9
13281,Towns,59849,5740.0,5241.0,499.0,8.7
13283,Treutlen,44974,2927.0,2592.0,335.0,11.4
13285,Troup,408584,30909.0,26923.0,3986.0,12.9
13287,Turner,58152,4626.0,3975.0,651.0,14.1
13289,Twiggs,67815,4654.0,4139.0,515.0,11.1
13291,Union,119076,10984.0,9944.0,1040.0,9.5
13293,Upson,178097,11912.0,10371.0,1541.0,12.9
13295,Walker,426681,32199.0,28683.0,3516.0,10.9
13297,Walton,483016,41476.0,37166.0,4310.0,10.4
13299,Ware,230533,14894.0,13276.0,1618.0,10.9
13301,Warren,38843,2623.0,2149.0,474.0,18.1
13303,Washington,139712,7917.0,6831.0,1086.0,13.7
13305,Wayne,190596,12050.0,10633.0,1417.0,11.8
13307,Webster,16423,1193.0,1074.0,119.0,10.0
13309,Wheeler,47801,2930.0,2648.0,282.0,9.6
13311,White,156669,12387.0,11177.0,1210.0,9.8
13313,Whitfield,610306,44109.0,38481.0,5628.0,12.8
13315,Wilcox,60930,3252.0,2862.0,390.0,12.0
13317,Wilkes,67754,4495.0,3959.0,536.0,11.9
13319,Wilkinson,64026,4627.0,4113.0,514.0,11.1
13321,Worth,142344,10156.0,9132.0,1024.0,10.1
