id,name,pop,labor_force,employed,unemployed,unemployment_rate,annual_avg_estabs_count,annual_avg_emplvl,total_annual_wages,taxable_annual_wages,annual_avg_wkly_wage,annual_contributions
13001,Appling,11544,8562.0,8095.0,467.0,5.5,397,6112,187651719,0,590,0
13003,Atkinson,4955,3506.0,3318.0,188.0,5.4,114,2004,42377100,0,407,0
13005,Bacon,6656,4664.0,4449.0,215.0,4.6,229,3570,78862281,0,425,0
13007,Baker,2548,1742.0,1667.0,75.0,4.3,56,596,12379891,0,399,0
13009,Baldwin,32264,18967.0,18042.0,925.0,4.9,842,19521,449291707,0,443,0
13011,Banks,9827,7804.0,7565.0,239.0,3.1,186,3043,67306265,0,425,0
13013,Barrow,31018,25128.0,24364.0,764.0,3.0,788,11646,309671660,0,511,0
13015,Bartow,51382,40537.0,39030.0,1507.0,3.7,1533,30542,889291393,0,560,0
13017,Ben Hill,11219,8151.0,7752.0,399.0,4.9,415,8465,205680830,0,467,0
13019,Berrien,10588,8053.0,7728.0,325.0,4.0,301,4504,112058160,0,478,0
13021,Bibb,99872,70329.0,67260.0,3069.0,4.4,4625,89394,2615184354,0,563,0
13023,Bleckley,7580,5170.0,4950.0,220.0,4.3,229,4174,92592422,0,427,0
13025,Brantley,9789,6786.0,6498.0,288.0,4.2,186,1927,39402426,0,393,0
13027,Brooks,10390,7557.0,7205.0,352.0,4.7,267,3230,65987355,0,393,0
13029,Bryan,15778,11595.0,11228.0,367.0,3.2,377,4240,89811371,0,407,0
13031,Bulloch,40594,27281.0,26214.0,1067.0,3.9,1282,21380,487206978,0,438,0
13033,Burke,14144,9176.0,8707.0,469.0,5.1,346,6738,193885114,0,553,0
13035,Butts,13714,9070.0,8650.0,420.0,4.6,339,5323,127183721,0,459,0
13037,Calhoun,4377,2358.0,2203.0,155.0,6.6,131,1605,31654407,0,379,0
13039,Camden,29760,17796.0,17141.0,655.0,3.7,730,13703,380756111,0,534,0
13043,Candler,5987,3985.0,3798.0,187.0,4.7,217,2830,56705964,0,385,0
13045,Carroll,60139,44846.0,43157.0,1689.0,3.8,1768,31811,837702689,0,506,0
13047,Catoosa,35556,29667.0,28863.0,804.0,2.7,788,14909,366467573,0,473,0
13049,Charlton,6991,3948.0,3784.0,164.0,4.2,224,2209,46344685,0,403,0
13051,Chatham,154030,111566.0,107528.0,4038.0,3.6,6582,123179,3646505397,0,569,0
13053,Chattahoochee,10923,2633.0,2415.0,218.0,8.3,72,1302,31110423,0,460,0
13055,Chattooga,16968,11630.0,11187.0,443.0,3.8,334,8241,194533344,0,454,0
13057,Cherokee,99419,82743.0,80578.0,2165.0,2.6,3065,33489,928514329,0,533,0
13059,Clarke,78820,54212.0,52334.0,1878.0,3.5,2899,61525,1749085609,0,547,0
13061,Clay,1996,1343.0,1268.0,75.0,5.6,77,661,13269142,0,386,0
13063,Clayton,163845,126141.0,121852.0,4289.0,3.4,4337,117130,4297256847,0,706,0
13065,Clinch,4485,2766.0,2616.0,150.0,5.4,184,2532,57046518,0,433,0
13067,Cobb,435655,360309.0,350131.0,10178.0,2.8,18057,303343,11747911066,0,745,0
13069,Coffee,25030,17154.0,16352.0,802.0,4.7,866,18480,422299193,0,439,0
13071,Colquitt,27229,19350.0,18447.0,903.0,4.7,962,15170,320725817,0,407,0
13073,Columbia,61021,47195.0,45805.0,1390.0,2.9,1521,20913,515798922,0,474,0
13075,Cook,10027,7260.0,6926.0,334.0,4.6,368,5642,107918438,0,368,0
13077,Coweta,60436,48664.0,47041.0,1623.0,3.3,1660,27006,728766412,0,519,0
13079,Crawford,8435,5869.0,5633.0,236.0,4.0,147,1505,29618050,0,378,0
13081,Crisp,13866,9729.0,9269.0,460.0,4.7,614,9007,196431738,0,419,0
13083,Dade,10399,7703.0,7469.0,234.0,3.0,226,3286,70395171,0,412,0
13085,Dawson,11269,9021.0,8774.0,247.0,2.7,436,4193,97925623,0,449,0
13087,Decatur,17809,12298.0,11737.0,561.0,4.6,630,11734,261397042,0,428,0
13089,De Kalb,476217,380802.0,368116.0,12686.0,3.3,16790,313584,12073810380,0,740,0
13091,Dodge,12723,8505.0,8096.0,409.0,4.8,389,5999,125451222,0,402,0
13093,Dooly,7756,4793.0,4561.0,232.0,4.8,232,3696,84154839,0,438,0
13095,Dougherty,62739,41490.0,39301.0,2189.0,5.3,2678,54259,1522727785,0,540,0
13097,Douglas,64445,51398.0,49859.0,1539.0,3.0,2057,30777,792187439,0,495,0
13099,Early,7473,5356.0,5084.0,272.0,5.1,322,4473,133633087,0,575,0
