id,name,pop,labor_force,employed,unemployed,unemployment_rate
13197,Marion,5822,3723.0,3326.0,397.0,10.7
13199,Meriwether,14092,9336.0,8054.0,1282.0,13.7
13201,Miller,3809,2803.0,2512.0,291.0,10.4
13205,Mitchell,15500,9646.0,8602.0,1044.0,10.8
13207,Monroe,17933,12551.0,11273.0,1278.0,10.2
13209,Montgomery,6182,3876.0,3411.0,465.0,12.0
13211,Morgan,11484,8630.0,7729.0,901.0,10.4
13213,Murray,26461,17181.0,14812.0,2369.0,13.8
13215,Muscogee,128494,81718.0,73484.0,8234.0,10.1
13217,Newton,66383,47977.0,41899.0,6078.0,12.7
13219,Oconee,21767,16837.0,15635.0,1202.0,7.1
13221,Oglethorpe,9897,7079.0,6396.0,683.0,9.6
13223,Paulding,96516,73735.0,66352.0,7383.0,10.0
13225,Peach,19297,12918.0,11359.0,1559.0,12.1
13227,Pickens,19063,14045.0,12505.0,1540.0,11.0
13229,Pierce,12077,8245.0,7387.0,858.0,10.4
13231,Pike,11742,8505.0,7599.0,906.0,10.7
13233,Polk,26552,18690.0,16444.0,2246.0,12.0
13235,Pulaski,7927,4530.0,4112.0,418.0,9.2
13237,Putnam,13480,9053.0,7883.0,1170.0,12.9
13239,Quitman,1514,1006.0,905.0,101.0,10.0
13241,Rabun,10111,7141.0,6298.0,843.0,11.8
13243,Randolph,4884,2979.0,2616.0,363.0,12.2
13245,Richmond,137205,87887.0,78209.0,9678.0,11.0
13247,Rockdale,57753,41960.0,37210.0,4750.0,11.3
13249,Schley,3116,2165.0,1903.0,262.0,12.1
13251,Screven,9490,5804.0,4818.0,986.0,17.0
13253,Seminole,5415,3383.0,2959.0,424.0,12.5
13255,Spalding,41888,28669.0,24409.0,4260.0,14.9
13257,Stephens,16907,11892.0,10429.0,1463.0,12.3
13259,Stewart,4504,2402.0,2154.0,248.0,10.3
13261,Sumter,21764,14262.0,12370.0,1892.0,13.3
13263,Talbot,4566,2875.0,2585.0,290.0,10.1
13265,Taliaferro,1094,634.0,520.0,114.0,18.0
13267,Tattnall,17998,9678.0,8802.0,876.0,9.1
13269,Taylor,5747,3255.0,2784.0,471.0,14.5
13271,Telfair,11527,5234.0,4462.0,772.0,14.7
13273,Terrell,6159,3917.0,3439.0,478.0,12.2
13275,Thomas,28781,17884.0,15874.0,2010.0,11.2
13277,Tift,26407,18784.0,16537.0,2247.0,12.0
13279,Toombs,17146,12303.0,10792.0,1511.0,12.3
13281,Towns,6085,4341.0,3783.0,558.0,12.9
13283,Treutlen,4473,2945.0,2589.0,356.0,12.1
13285,Troup,44156,32546.0,28788.0,3758.0,11.5
13287,Turner,5781,3530.0,2944.0,586.0,16.6
13289,Twiggs,6032,3265.0,2760.0,505.0,15.5
13291,Union,12525,9502.0,8456.0,1046.0,11.0
13293,Upson,17639,11932.0,10471.0,1461.0,12.2
13295,Walker,45135,30980.0,27788.0,3192.0,10.3
13297,Walton,55132,41037.0,36667.0,4370.0,10.6
13299,Ware,23672,15561.0,13847.0,1714.0,11.0
13301,Warren,3631,2657.0,2200.0,457.0,17.2
13303,Washington,14185,8124.0,6943.0,1181.0,14.5
13305,Wayne,19987,12377.0,10886.0,1491.0,12.0
13307,Webster,1776,1043.0,909.0,134.0,12.8
13309,Wheeler,5661,1937.0,1644.0,293.0,15.1
13311,White,17338,12902.0,11589.0,1313.0,10.2
13313,Whitfield,66725,47639.0,41978.0,5661.0,11.9
13315,Wilcox,6463,2935.0,2570.0,365.0,12.4
13317,Wilkes,6597,4017.0,3486.0,531.0,13.2
13319,Wilkinson,6104,3842.0,3303.0,539.0,14.0
13321,Worth,14199,9781.0,8597.0,1184.0,12.1
