id,name,pop,labor_force,employed,unemployed,unemployment_rate
13001,Appling,81498,8834.0,8344.0,490.0,5.5
13003,Atkinson,35691,3376.0,3195.0,181.0,5.4
13005,Bacon,47459,4789.0,4570.0,219.0,4.6
13007,Baker,17891,1781.0,1691.0,90.0,5.1
13009,Baldwin,231060,20941.0,19804.0,1137.0,5.4
13011,Banks,74432,9592.0,9283.0,309.0,3.2
13013,Barrow,249742,32009.0,30653.0,1356.0,4.2
13015,Bartow,400095,44896.0,42696.0,2200.0,4.9
13017,Ben Hill,77950,8237.0,7770.0,467.0,5.7
13019,Berrien,78051,8936.0,8566.0,370.0,4.1
13021,Bibb,703688,73392.0,69204.0,4188.0,5.7
13023,Bleckley,54843,5153.0,4851.0,302.0,5.9
13025,Brantley,73694,7650.0,7291.0,359.0,4.7
13027,Brooks,72872,8525.0,8174.0,351.0,4.1
13029,Bryan,119590,16108.0,15539.0,569.0,3.5
13031,Bulloch,306539,31426.0,30076.0,1350.0,4.3
13033,Burke,101527,9863.0,9201.0,662.0,6.7
13035,Butts,103769,10047.0,9506.0,541.0,5.4
13037,Calhoun,30776,2427.0,2282.0,145.0,6.0
13039,Camden,218036,20884.0,20024.0,860.0,4.1
13043,Candler,43920,4595.0,4401.0,194.0,4.2
13045,Carroll,463982,50874.0,48381.0,2493.0,4.9
13047,Catoosa,265770,36037.0,34649.0,1388.0,3.9
13049,Charlton,54060,4574.0,4365.0,209.0,4.6
13051,Chatham,1124039,127947.0,122727.0,5220.0,4.1
13053,Chattahoochee,80023,2508.0,2264.0,244.0,9.7
13055,Chattooga,119348,10866.0,10323.0,543.0,5.0
13057,Cherokee,802534,104485.0,100633.0,3852.0,3.7
13059,Clarke,577583,62595.0,59905.0,2690.0,4.3
13061,Clay,13815,1547.0,1480.0,67.0,4.3
13063,Clayton,1204512,135385.0,127426.0,7959.0,5.9
13065,Clinch,31625,2778.0,2640.0,138.0,5.0
13067,Cobb,3152791,372993.0,357118.0,15875.0,4.3
13069,Coffee,183460,16837.0,15937.0,900.0,5.3
13071,Colquitt,194059,20614.0,19740.0,874.0,4.2
13073,Columbia,471540,58260.0,55871.0,2389.0,4.1
13075,Cook,72383,7120.0,6740.0,380.0,5.3
13077,Coweta,476461,57736.0,55317.0,2419.0,4.2
13079,Crawford,60841,6243.0,5924.0,319.0,5.1
13081,Crisp,99502,10353.0,9751.0,602.0,5.8
13083,Dade,75991,8652.0,8291.0,361.0,4.2
13085,Dawson,88291,10634.0,10230.0,404.0,3.8
13087,Decatur,124534,12018.0,11330.0,688.0,5.7
13089,De Kalb,3329426,386291.0,366471.0,19820.0,5.1
13091,Dodge,94611,9550.0,9079.0,471.0,4.9
13093,Dooly,59498,4861.0,4591.0,270.0,5.6
13095,Dougherty,438313,41454.0,38964.0,2490.0,6.0
