id,name,pop,labor_force,employed,unemployed,unemployment_rate,annual_avg_estabs_count,annual_avg_emplvl,total_annual_wages,taxable_annual_wages,annual_avg_wkly_wage,annual_contributions
13001,Appling,23093,8395.0,7824.0,571.0,6.8,386,5970,181499356,42595246,585,166791
13003,Atkinson,9927,3327.0,3124.0,203.0,6.1,116,1713,36991781,13059754,415,46468
13005,Bacon,13316,4491.0,4246.0,245.0,5.5,233,3485,76544810,23938496,422,88000
13007,Baker,5092,1723.0,1639.0,84.0,4.9,55,618,13385386,3222076,417,25266
13009,Baldwin,64671,18816.0,17971.0,845.0,4.5,845,18894,466523251,86426279,475,520722
13011,Banks,19946,7802.0,7523.0,279.0,3.6,189,3025,69359551,27539985,441,96168
13013,Barrow,63207,25919.0,24901.0,1018.0,3.9,815,11284,305114109,88313532,520,492671
13015,Bartow,104847,41483.0,39674.0,1809.0,4.4,1593,30731,884448390,253129385,553,1548469
13017,Ben Hill,22302,7837.0,7433.0,404.0,5.2,407,8088,199982174,58358107,476,253532
13019,Berrien,21295,7928.0,7601.0,327.0,4.1,286,4437,107251764,34397864,465,66630
13021,Bibb,199804,69231.0,66170.0,3061.0,4.4,4506,85497,2620220437,621445737,589,2053172
13023,Bleckley,15231,5067.0,4802.0,265.0,5.2,218,3988,90578663,22043015,437,111066
13025,Brantley,19818,6813.0,6489.0,324.0,4.8,198,2041,42065653,12376112,396,63898
13027,Brooks,20769,7563.0,7207.0,356.0,4.7,265,3118,62626088,20264385,386,66206
13029,Bryan,31860,11898.0,11529.0,369.0,3.1,395,4343,98681884,29525411,437,260160
13031,Bulloch,82054,27469.0,26274.0,1195.0,4.4,1287,21061,495269714,138047355,452,715591
13033,Burke,28484,9351.0,8780.0,571.0,6.1,344,6793,197319780,45905414,559,122730
13035,Butts,27842,9194.0,8784.0,410.0,4.5,339,5228,127899590,37506528,470,156602
13037,Calhoun,8711,2363.0,2207.0,156.0,6.6,128,1661,35337422,8599770,409,63490
13039,Camden,60072,17872.0,17199.0,673.0,3.8,734,13585,378502500,77058556,536,682113
13043,Candler,11929,3905.0,3720.0,185.0,4.7,217,2807,56228338,18067005,385,47370
13045,Carroll,122445,46154.0,43984.0,2170.0,4.7,1754,30661,868643510,230194380,545,1054100
13047,Catoosa,71687,30204.0,29309.0,895.0,3.0,800,14587,369216274,105227254,487,530519
13049,Charlton,14260,3941.0,3772.0,169.0,4.3,213,2295,51174428,14851259,429,126067
13051,Chatham,310119,111580.0,107564.0,4016.0,3.6,6448,122608,3745498769,909504580,587,3859219
13053,Chattahoochee,22606,2603.0,2408.0,195.0,7.5,76,1483,32859792,11468133,426,169172
13055,Chattooga,34077,11186.0,10649.0,537.0,4.8,339,7660,185707190,61521578,466,116703
13057,Cherokee,203929,85741.0,83286.0,2455.0,2.9,3264,35388,984818926,285062135,535,1980057
13059,Clarke,158960,54603.0,52542.0,2061.0,3.8,2834,61212,1819096461,347880294,572,1182146
13061,Clay,3995,1316.0,1238.0,78.0,5.9,75,679,14695741,3830575,416,21306
13063,Clayton,332343,129379.0,124190.0,5189.0,4.0,4295,114982,4403951808,937833565,737,2779520
13065,Clinch,9002,2427.0,2251.0,176.0,7.3,174,2252,52146165,14710078,445,78269
13067,Cobb,878760,363263.0,351172.0,12091.0,3.3,17583,301520,12113161230,2755877826,773,12163867
13069,Coffee,50701,16649.0,15742.0,907.0,5.4,847,17979,431444677,147591342,461,628852
13071,Colquitt,54544,18772.0,17711.0,1061.0,5.7,939,14604,316949665,102638540,417,453013
13073,Columbia,123581,47847.0,46403.0,1444.0,3.0,1526,20555,534851269,156782188,500,790567
13075,Cook,20163,7146.0,6793.0,353.0,4.9,364,5818,110319542,42177397,365,246479
13077,Coweta,123417,49844.0,48102.0,1742.0,3.5,1726,27875,773871849,219618924,534,1216245
13079,Crawford,16954,5816.0,5569.0,247.0,4.2,151,1524,31835463,8756474,402,68210
13081,Crisp,27961,9397.0,8895.0,502.0,5.3,584,8515,191143870,55447487,432,180517
13083,Dade,21019,7839.0,7563.0,276.0,3.5,225,3310,72506118,21810378,421,93022
13085,Dawson,22969,9222.0,8934.0,288.0,3.1,448,4504,106728396,33212676,456,278865
13087,Decatur,35464,11952.0,11304.0,648.0,5.4,617,10996,258499223,73185737,452,228368
13089,De Kalb,953259,378313.0,362942.0,15371.0,4.1,15959,305903,12128491152,2443060480,762,11687618
13091,Dodge,25736,8348.0,7898.0,450.0,5.4,381,5938,126406820,36046728,409,390148
13093,Dooly,15920,4795.0,4537.0,258.0,5.4,229,3718,85290860,25742214,441,56376
13095,Dougherty,125580,40337.0,38121.0,2216.0,5.5,2534,52539,1539524926,352141244,564,1164736
13097,Douglas,130919,52086.0,50387.0,1699.0,3.3,2090,31142,828800590,249607202,512,1067529
13099,Early,14933,5454.0,5191.0,263.0,4.8,314,4673,143859514,32360146,592,157731
13101,Echols,5170,1899.0,1828.0,71.0,3.7,43,1003,13481764,7226897,259,144125
13103,Effingham,51821,19747.0,19122.0,625.0,3.2,521,7016,198398476,47840535,544,228205
13105,Elbert,26369,9788.0,9239.0,549.0,5.6,553,7292,171921879,52601638,453,261947
13107,Emanuel,28234,9606.0,9027.0,579.0,6.0,457,7060,152462661,45647928,415,292920
13109,Evans,13793,4688.0,4496.0,192.0,4.1,265,4898,102898017,34872051,404,77635
13111,Fannin,25789,9198.0,8793.0,405.0,4.4,435,4877,105895093,38189025,418,384178
13113,Fayette,126193,50053.0,48640.0,1413.0,2.8,2376,34565,1028102842,292199587,572,1931497
13115,Floyd,119305,45187.0,43155.0,2032.0,4.5,2034,39978,1182831281,308878969,569,1479765
13117,Forsyth,142566,61106.0,59359.0,1747.0,2.9,2858,35876,1252763882,335555237,672,2191368
13119,Franklin,26568,9884.0,9355.0,529.0,5.4,453,7382,177857513,57837215,463,199910
13121,Fulton,1160601,439452.0,421301.0,18151.0,4.1,33621,754870,36052968891,6759179388,918,30963466
13123,Gilmer,31796,11469.0,11058.0,411.0,3.6,406,7172,156837097,52254627,421,148083
13125,Glascock,3227,1169.0,1117.0,52.0,4.4,41,587,14340531,3229797,470,4271
13127,Glynn,88496,34768.0,33480.0,1288.0,3.7,2417,36227,960855466,266970057,510,1438922
13129,Gordon,60902,23787.0,22539.0,1248.0,5.2,960,19997,525835102,163006733,506,537144
13131,Grady,30500,11048.0,10572.0,476.0,4.3,461,5966,132844220,40346508,428,260102
13133,Greene,18887,6238.0,5811.0,427.0,6.8,367,4860,119593275,38804941,473,144193
13135,Gwinnett,861053,356582.0,344712.0,11870.0,3.3,17652,289538,11409147340,2688626411,758,14791630
13137,Habersham,48785,18428.0,17622.0,806.0,4.4,817,14004,354497632,102239946,487,411362
13139,Hall,194701,74433.0,71826.0,2607.0,3.5,3288,64095,1920823397,518622313,576,1780188
13141,Hancock,13743,3310.0,3000.0,310.0,9.4,97,1614,31873274,4875022,380,39499
13143,Haralson,33873,12515.0,11958.0,557.0,4.5,447,6328,159092148,46039433,484,201172
13145,Harris,32566,13011.0,12557.0,454.0,3.5,337,5134,97391833,35992709,365,97159
13147,Hart,29430,11156.0,10507.0,649.0,5.8,418,7561,198192665,55862891,504,192007
13149,Heard,14382,5109.0,4855.0,254.0,5.0,130,2724,88416987,24028785,624,359232
13151,Henry,171570,71117.0,68973.0,2144.0,3.0,2217,33623,947050773,258896401,542,1565225
13153,Houston,151503,54816.0,52969.0,1847.0,3.4,2076,46357,1455012642,237348627,604,1146539
13155,Irwin,12721,4418.0,4177.0,241.0,5.5,167,2484,53518181,18742761,414,99992
13157,Jackson,57297,21375.0,20460.0,915.0,4.3,864,14711,368321206,128337441,481,662048
13159,Jasper,15198,5801.0,5596.0,205.0,3.5,184,2592,66368251,14434316,492,38929
13161,Jeff Davis,16780,5637.0,5216.0,421.0,7.5,320,5003,116489455,39600502,448,84990
13163,Jefferson,21664,6636.0,6096.0,540.0,8.1,393,5533,140131459,39780574,487,140550
13165,Jenkins,10817,3543.0,3323.0,220.0,6.2,161,2741,59665073,20412096,419,85767
13167,Johnson,11015,3378.0,3173.0,205.0,6.1,143,1989,44919238,12934576,434,44714
13169,Jones,32416,11795.0,11376.0,419.0,3.6,324,3076,72454437,19857559,453,110192
13171,Lamar,21721,8129.0,7734.0,395.0,4.9,242,3673,85682886,23723372,449,61243
